央视,#genre#
CCTV-11戏曲,http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225678/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225628/index.m3u8codeyj#http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8#http://223.110.243.158/ott.js.chinamobile.com/PLTV/3/224/3221227720/index.m3u8#http://117.169.124.36:6610/ysten-businessmobile/live/cctv-11/1.m3u8#http://223.110.251.152:6610/cntv/live1/cctv-11/cctv-11#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-12社会,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv12/HD-8000k-1080P-cctv12#http://39.134.115.163:8080/PLTV/88888910/224/3221225629/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225665/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225669/index.m3u8#http://39.135.135.30/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://223.110.245.163/ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8#http://223.110.245.170/PLTV/3/224/3221225556/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225629/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225637/index.m3u8#http://39.135.135.70:80/wh7f454c46tw1829513060_732052264/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8?icpid=88888888&RTS=1554599602&from=1&hms_devid=686#http://39.135.137.15:80/wh7f454c46tw2356594541_16775929/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/1590394616-1.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225629/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225629/index.m3u8codeyj#http://39.135.138.58:18890/PLTV/88888910/224/3221225637/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225637/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227637/index.m3u8#http://117.169.120.140:8080/live/cctv-12/.m3u8#http://117.169.124.36:6610/ysten-businessmobile/live/cctv-12/1.m3u8
CCTV-13新闻,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8#http://117.136.156.42/PLTV/88888888/224/3221225510/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225638/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel16/1080p.m3u8
CCTV-14少儿,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv14/HD-8000k-1080P-cctv14#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctvsehd/4000000/mnf.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8#http://39.134.65.208/PLTV/88888888/224/3221225674/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225674/index.m3u8#http://39.135.135.30/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8#http://117.136.154.68/PLTV/88888888/224/3221225509/index.m3u8#http://117.136.154.86/PLTV/88888888/224/3221225678/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225639/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225640/index.m3u8#http://39.135.135.36:80/wh7f454c46tw1774882669_697216759/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8?icpid=88888888&RTS=1554599547&from=1&hms_devid=683#http://39.135.138.58:18890/PLTV/88888910/224/3221225639/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225640/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225640/index.m3u8codeyj#http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8#http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227693/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/cctvsehd/2300000/mnf.m3u8
CCTV-15音乐,http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225641/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225641/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225641/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225641/index.m3u8#http://117.136.154.86/PLTV/88888888/224/3221225508/index.m3u8#http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227723/index.m3u8#http://117.169.124.36:6610/ysten-businessmobile/live/cctv-15/1.m3u8#http://223.110.251.152:6610/cntv/live1/cctv-15/cctv-15#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV-17农业,http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-cctv17/HD-8000k-1080P-cctv17#http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225708/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225708/index.m3u8#http://39.135.135.69:80/wh7f454c46tw2502569607_-2019737503/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1590394775-1.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225908/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225908/index.m3u8codeyj#http://39.134.115.163:8080/PLTV/88888910/224/3221225907/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225907/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225908/index.m3u8#http://39.134.116.30:8080/PLTV/88888910/224/3221225909/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225907/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225908/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225909/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225765/1.m3u8#http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227726/index.m3u8
卫视,#genre#
凤凰资讯,http://223.110.235.13/ott.js.chinamobile.com/TVOD/3/224/3221228098/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226923/index.m3u8
凤凰中文,http://223.110.235.3/ott.js.chinamobile.com/TVOD/3/224/3221228057/index.m3u8#http://223.110.245.138/PLTV/3/224/3221226922/index.m3u8
凤凰香港,http://223.110.236.2/ott.js.chinamobile.com/TVOD/3/224/3221228060/index.m3u8#http://223.110.245.136/PLTV/3/224/3221226975/index.m3u8
湖南卫视,http://223.110.246.72/ott.js.chinamobile.com/PLTV/4/224/3221227698/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hnwshd/4000000/mnf.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225704/index.m3u8#http://223.110.251.152:6610/cntv/live1/hunanstv/hunanstv#http://223.82.250.72/live/hdhunanstv/1.m3u8#http://183.207.248.71:80/cntv/live1/hunanstv/hunanstv
浙江卫视,http://39.134.66.66/PLTV/88888888/224/3221225514/index.m3u8#http://39.134.155.199/PLTV/88888888/224/3221225580/index.m3u8#http://39.134.155.215/PLTV/88888888/224/3221225644/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/zjwshd/4000000/mnf.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8#http://223.110.251.152:6610/cntv/live1/zhejiangstv/zhejiangstv#http://183.207.248.71:80/cntv/live1/zhejiangstv/zhejiangstv
安徽卫视,http://39.134.155.139/PLTV/88888888/224/3221225598/index.m3u8#http://117.169.120.160:8080/live/anhuistv/1.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/ahwshd/4000000/mnf.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225691/index.m3u8#http://223.110.251.152:6610/cntv/live1/HD-8000k-1080P-anhuistv/HD-8000k-1080P-anhuistv#http://183.207.248.71:80/cntv/live1/HD-8000k-1080P-anhuistv/HD-8000k-1080P-anhuistv
北京卫视,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221225574/index.m3u8#http://39.134.67.39:80/wh7f454c46tw2962137131_1270393323/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/1590395248-1.m3u8#http://39.134.155.195/PLTV/88888888/224/3221225607/index.m3u8#http://39.134.155.139/PLTV/88888888/224/3221225659/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225678/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225679/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226161/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/bjwshd/4000000/mnf.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225673/index.m3u8#http://223.110.251.152:6610/cntv/live1/beijingstv/beijingstv#http://223.82.250.72/live/hdbeijingstv/1.m3u8#http://183.207.248.71:80/cntv/live1/HD-2500k-1080P-beijingstv/HD-2500k-1080P-beijingstv
东方卫视,http://39.135.137.7:80/wh7f454c46tw3003992945_-2002602306/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/1590395260-1.m3u8#http://39.134.155.165/PLTV/88888888/224/3221225613/index.m3u8#http://39.134.155.137/PLTV/88888888/224/3221225651/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225659/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225658/index.m3u8#http://39.134.67.226/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226155/index.m3u8#http://223.110.246.67/ott.js.chinamobile.com/PLTV/4/224/3221227688/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/hddfws/4000000/mnf.m3u8#http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-dongfangstv/HD-2500k-1080P-dongfangstv#http://223.82.250.72/live/hddongfangstv/1.m3u8#http://183.207.248.71:80/cntv/live1/n-dongfangstv/n-dongfangstv
江苏卫视,http://39.135.137.27/wh7f454c46tw2848685120_1248780849/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/1590395118-1.m3u8#http://39.134.155.133/PLTV/88888888/224/3221225634/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225503/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226157/index.m3u8#http://223.110.246.82/ott.js.chinamobile.com/PLTV/4/224/3221227689/index.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/jswshd/4000000/mnf.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225702/index.m3u8#http://223.110.251.152:6610/cntv/live1/jiangsustv/jiangsustv#http://223.82.250.72/live/hdjiangsustv/1.m3u8#http://183.207.248.71:80/cntv/live1/HD-2500k-1080P-jiangsustv/HD-2500k-1080P-jiangsustv
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil#rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil?icpid=88888888#rtsp://183.252.173.190/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil#rtsp://183.252.166.199/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
东南卫视,http://39.134.155.187/PLTV/88888888/224/3221225519/index.m3u8#http://117.169.124.37:6610/ysten-businessmobile/live/dongnanstv/yst.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225657/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226182/index.m3u8#http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221227670/index.m3u8#http://39.134.39.28:80/PLTV/88888888/224/3221226182/index.m3u8#http://117.169.120.132:8080/wh7f454c46tw1394904955_421849121/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8#http://117.169.120.227:8080/wh7f454c46tw1397153737_-1844615462/hwrr.jx.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225657/index.m3u8#http://183.207.248.71:80/cntv/live1/n-dongnanstv/n-dongnanstv
广东卫视,http://39.134.155.157/PLTV/88888888/224/3221225602/index.m3u8#http://39.134.155.215/PLTV/88888888/224/3221225642/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225742/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225701/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226180/index.m3u8#http://223.110.246.73/ott.js.chinamobile.com/PLTV/4/224/3221227691/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225701/index.m3u8#http://223.110.251.152:6610/cntv/live1/HD-2500k-1080P-guangdongstv/HD-2500k-1080P-guangdongstv#http://183.207.248.71:80/cntv/live1/n-guangdongstv/n-guangdongstv
